1752494400,3374.200,3376.700,3357.800,3358.600,0
1752498000,3358.700,3367.000,3355.400,3363.300,14115
1752501600,3363.000,3364.200,3348.500,3351.100,22221
1752505200,3351.100,3357.400,3350.400,3352.700,14000
1752508800,3352.700,3357.100,3350.600,3355.600,9434
1752512400,3355.600,3360.100,3355.300,3359.200,18001
1752516000,3359.300,3359.800,3356.500,3357.800,3475
1752519600,3357.900,3359.200,3352.400,3353.200,5252
1752523200,3353.400,3354.500,3350.100,3352.100,1854
1752530400,3352.000,3354.100,3349.600,3354.000,0
1752534000,3353.800,3355.200,3352.100,3354.200,1133
1752537600,3354.100,3358.200,3353.600,3356.800,2258
1752541200,3356.800,3359.200,3354.600,3355.300,2762
1752544800,3355.300,3361.200,3354.800,3359.500,5693
1752548400,3359.700,3367.400,3359.400,3366.800,4217
1752552000,3367.100,3370.800,3366.900,3369.500,4554
1752555600,3369.900,3374.700,3369.900,3371.300,4379
1752559200,3371.100,3373.200,3366.500,3367.000,6213
1752562800,3367.300,3373.800,3366.300,3372.900,4685
1752566400,3372.800,3374.300,3365.400,3369.500,8699
1752570000,3369.400,3373.400,3367.500,3372.400,5165
1752573600,3372.700,3375.400,3370.400,3370.600,3728
1752577200,3370.700,3371.100,3362.800,3363.600,5625
1752580800,3363.500,3369.800,3355.000,3357.300,16939
1752584400,3357.600,3360.600,3341.500,3355.100,24821
1752588000,3355.000,3360.500,3350.600,3355.600,13147
1752591600,3355.600,3357.800,3332.500,3336.500,25985
1752595200,3336.300,3337.700,3327.300,3336.500,16880
1752598800,3336.400,3338.500,3332.400,3334.800,10083
1752602400,3334.900,3338.400,3332.500,3335.400,4011
1752606000,3336.100,3337.800,3333.100,3336.500,2779
1752609600,3337.500,3337.600,3330.100,3330.500,2209
1752616800,3330.500,3333.700,3329.400,3332.600,0
1752620400,3333.000,3338.800,3332.500,3337.700,1968
1752624000,3337.700,3339.400,3335.100,3337.000,2782
1752627600,3336.800,3340.900,3335.200,3336.900,4009
1752631200,3337.100,3337.700,3331.500,3332.500,6153
1752634800,3332.400,3341.900,3332.400,3341.300,3585
1752638400,3340.900,3345.400,3339.200,3345.100,4068
1752642000,3345.100,3346.400,3342.000,3344.500,2655
1752645600,3344.600,3348.800,3344.000,3346.100,4997
1752649200,3346.000,3346.600,3342.200,3344.600,4136
1752652800,3344.600,3349.500,3344.400,3348.800,4506
1752656400,3348.700,3349.800,3346.000,3347.100,3623
1752660000,3347.100,3347.600,3341.200,3342.300,4557
1752663600,3342.100,3347.700,3340.900,3346.400,6427
1752667200,3346.400,3348.400,3337.800,3342.000,16586
1752670800,3341.800,3346.500,3328.800,3333.900,16626
1752674400,3333.600,3350.200,3326.100,3345.400,27395
1752678000,3345.300,3385.800,3342.800,3350.400,81844
1752681600,3350.500,3363.000,3346.000,3356.100,17618
1752685200,3356.000,3364.500,3355.700,3362.100,7979
1752688800,3362.000,3364.600,3356.300,3357.400,4417
1752692400,3356.800,3357.200,3353.300,3354.300,3721
1752696000,3354.500,3356.400,3353.400,3354.200,1587
1752703200,3354.700,3358.200,3353.900,3355.400,0
1752706800,3355.300,3356.200,3350.600,3352.000,1403
1752710400,3351.700,3352.800,3345.500,3346.600,3216
1752714000,3346.600,3350.700,3342.700,3350.200,4361
1752717600,3350.100,3351.000,3343.500,3347.300,4243
1752721200,3347.300,3348.800,3342.500,3347.700,2878
1752724800,3347.500,3351.000,3344.600,3349.000,2250
1752728400,3348.900,3349.100,3342.300,3345.400,4383
1752732000,3345.500,3346.000,3334.300,3341.300,9936
1752735600,3341.200,3341.800,3330.300,3331.400,7829
1752739200,3331.400,3337.600,3331.100,3334.000,5176
1752742800,3333.900,3337.800,3330.400,3331.200,4318
1752746400,3331.400,3337.000,3330.000,3331.000,5271
1752750000,3330.900,3334.200,3327.500,3329.500,7459
1752753600,3329.500,3333.900,3314.300,3318.200,29361
1752757200,3318.100,3326.700,3316.100,3323.700,20566
1752760800,3323.600,3341.200,3323.300,3340.000,14324
1752764400,3340.000,3343.900,3336.700,3342.300,9485
1752768000,3342.400,3345.500,3340.600,3344.100,7972
1752771600,3344.200,3346.500,3341.600,3342.800,7134
1752775200,3342.900,3344.300,3340.900,3343.800,2073
1752778800,3343.900,3346.200,3343.400,3345.200,2314
1752782400,3345.500,3345.800,3343.000,3345.400,1276
1752789600,3347.500,3350.200,3344.500,3349.100,0
1752793200,3349.300,3349.600,3345.000,3345.600,1285
1752796800,3345.700,3347.100,3343.300,3345.200,1675
1752800400,3345.500,3348.900,3340.500,3343.000,3523
1752804000,3343.000,3350.300,3342.200,3343.800,4208
1752807600,3343.800,3344.600,3340.100,3341.100,2017
1752811200,3340.600,3342.700,3339.500,3342.700,2509
1752814800,3342.500,3345.800,3338.800,3338.800,3984
1752818400,3338.800,3348.600,3337.200,3347.900,5717
1752822000,3347.900,3356.200,3346.600,3355.900,5837
1752825600,3356.000,3356.600,3352.200,3352.900,4550
1752829200,3353.100,3361.000,3352.900,3358.000,5795
1752832800,3358.100,3358.600,3353.700,3357.200,4605
1752836400,3357.100,3364.300,3356.700,3360.700,6623
1752840000,3360.700,3368.000,3360.500,3366.600,10809
1752843600,3366.700,3367.200,3358.400,3362.000,11547
1752847200,3362.000,3366.000,3357.500,3361.500,8849
1752850800,3360.400,3363.000,3358.600,3360.400,6302
1752854400,3360.400,3363.900,3357.500,3360.000,6266
1752858000,3360.200,3360.200,3356.900,3358.500,5596
1752861600,3358.600,3359.700,3356.400,3357.400,2298
1752865200,3357.600,3358.900,3353.300,3354.000,3581
1752868800,3353.900,3357.600,3353.400,3355.500,2057
1753048800,3353.000,3354.600,3351.000,3354.300,1600
1753052400,3354.200,3355.500,3351.500,3355.200,1410
1753056000,3355.300,3360.700,3353.800,3358.400,3079
1753059600,3358.200,3365.200,3358.000,3362.800,4387
1753063200,3362.900,3363.900,3358.500,3360.500,2864
1753066800,3360.500,3363.200,3360.000,3361.100,1420
1753070400,3358.300,3365.000,3357.100,3364.100,3670
1753074000,3363.900,3376.900,3363.700,3374.000,12039
1753077600,3374.000,3378.300,3372.600,3375.600,6448
1753081200,3375.600,3378.200,3371.400,3372.100,5450
1753084800,3372.100,3374.500,3370.500,3373.500,5148
1753088400,3373.600,3374.400,3370.400,3373.700,3453
1753092000,3373.900,3375.800,3370.300,3373.100,3458
1753095600,3373.300,3383.400,3372.300,3383.100,8729
1753099200,3382.900,3397.100,3382.200,3395.400,22112
1753102800,3395.400,3405.700,3392.700,3400.900,27510
1753106400,3400.300,3416.500,3399.000,3413.700,27397
1753110000,3413.800,3416.900,3410.100,3411.100,17118
1753113600,3411.200,3413.100,3407.800,3409.800,8470
1753117200,3410.000,3410.100,3405.700,3407.600,7407
1753120800,3407.500,3409.300,3406.200,3408.200,3924
1753124400,3408.300,3412.400,3407.900,3409.800,4746
1753128000,3409.900,3411.500,3409.400,3410.300,2096
1753135200,3410.700,3414.800,3410.500,3412.900,0
1753138800,3413.000,3416.300,3408.400,3410.900,3751
1753142400,3411.100,3411.200,3406.600,3407.900,4687
1753146000,3408.200,3409.000,3399.600,3400.900,7712
1753149600,3400.800,3405.800,3400.200,3405.700,4142
1753153200,3405.600,3406.600,3401.900,3405.600,3654
1753156800,3405.600,3405.600,3401.000,3404.500,3506
1753160400,3404.500,3405.200,3398.600,3399.500,4234
1753164000,3399.400,3401.200,3396.600,3397.400,4734
1753167600,3397.300,3399.300,3395.400,3399.300,5439
1753171200,3399.300,3402.700,3398.000,3400.900,5607
1753174800,3400.800,3402.100,3394.900,3396.300,9221
1753178400,3396.400,3398.700,3396.100,3396.400,2514
1753182000,3396.500,3401.400,3396.000,3401.100,7407
1753185600,3401.100,3419.800,3400.700,3419.300,26415
1753189200,3419.300,3433.100,3418.100,3423.100,37840
1753192800,3423.100,3442.000,3415.700,3440.000,32704
1753196400,3439.900,3446.500,3437.600,3439.700,16061
1753200000,3441.100,3447.500,3440.300,3446.300,13390
1753203600,3446.200,3447.000,3440.000,3442.600,10776
1753207200,3442.800,3444.300,3441.000,3442.200,3912
1753210800,3442.100,3444.800,3441.500,3443.900,4299
1753214400,3443.900,3445.200,3440.600,3444.000,4299
1753221600,3444.300,3445.200,3441.300,3441.800,0
1753225200,3442.100,3446.900,3438.300,3439.400,3811
1753228800,3439.300,3451.700,3439.000,3442.200,8231
1753232400,3442.100,3443.600,3434.900,3435.100,9263
1753236000,3435.100,3438.900,3433.300,3436.900,4879
1753239600,3436.800,3442.700,3436.800,3437.500,4170
1753243200,3436.800,3438.700,3435.100,3436.700,2842
1753246800,3436.800,3436.900,3429.800,3434.000,5812
1753250400,3434.500,3438.800,3433.200,3438.000,6248
1753254000,3437.800,3443.100,3433.500,3434.300,8881
1753257600,3434.400,3440.800,3434.100,3440.300,11243
1753261200,3440.200,3445.800,3440.100,3444.200,6498
1753264800,3444.200,3444.600,3433.400,3435.200,10184
1753268400,3435.200,3442.800,3432.400,3440.500,8741
1753272000,3440.500,3442.000,3429.400,3429.900,14348
1753275600,3429.800,3430.500,3414.600,3422.700,38508
1753279200,3422.700,3430.000,3419.900,3422.900,18864
1753282800,3422.800,3425.800,3406.300,3406.300,19866
1753286400,3406.500,3406.500,3390.600,3396.200,46552
1753290000,3396.100,3404.000,3394.100,3402.300,13047
1753293600,3402.300,3405.000,3400.600,3402.700,4286
1753297200,3402.800,3405.200,3399.200,3400.400,4690
1753300800,3400.500,3400.700,3396.600,3397.500,2893
1753308000,3398.600,3401.100,3394.900,3395.300,0
1753311600,3395.300,3399.200,3394.900,3397.100,1932
1753315200,3397.200,3400.300,3395.500,3399.100,2672
1753318800,3399.200,3400.300,3389.800,3392.900,7536
1753322400,3393.000,3394.200,3385.500,3388.800,8700
1753326000,3388.900,3390.800,3379.100,3388.800,6689
1753329600,3388.500,3390.000,3385.800,3387.400,2234
1753333200,3387.500,3387.700,3380.700,3385.200,5034
1753336800,3385.300,3385.600,3376.400,3381.100,6393
1753340400,3381.100,3383.200,3370.700,3372.600,9544
1753344000,3372.600,3379.400,3370.100,3374.500,9874
1753347600,3374.200,3375.100,3366.900,3368.800,9364
1753351200,3368.800,3372.600,3367.300,3368.700,5429
1753354800,3368.900,3371.100,3365.400,3366.400,7114
1753358400,3366.300,3370.000,3356.200,3357.300,21671
1753362000,3357.400,3375.900,3355.200,3370.600,28343
1753365600,3370.600,3381.200,3369.700,3377.700,20724
1753369200,3377.500,3378.900,3374.000,3375.600,17622
1753372800,3375.600,3376.900,3369.800,3369.900,9001
1753376400,3369.800,3374.800,3369.000,3372.700,11954
1753380000,3372.700,3376.500,3370.000,3375.000,6162
1753383600,3374.900,3376.500,3373.800,3374.300,2809
1753387200,3374.400,3374.700,3370.700,3371.300,3020
1753394400,3372.100,3372.700,3367.600,3370.500,0
1753398000,3370.300,3373.700,3368.300,3371.800,1855
1753401600,3371.700,3376.600,3370.700,3375.200,2700
1753405200,3375.300,3375.800,3368.800,3372.500,3863
1753408800,3372.300,3372.500,3364.100,3364.700,4568
1753412400,3364.600,3365.200,3361.400,3361.500,4134
1753416000,3360.900,3365.600,3360.100,3363.100,3553
1753419600,3363.200,3364.700,3357.200,3360.500,4032
1753423200,3360.400,3361.700,3356.600,3361.000,7214
1753426800,3360.900,3362.300,3354.600,3356.100,6699
1753430400,3356.200,3357.700,3345.500,3347.200,9627
1753434000,3347.100,3351.400,3345.300,3348.000,6666
1753437600,3348.000,3350.100,3342.200,3344.200,6844
1753441200,3344.400,3346.500,3339.800,3342.100,7987
1753444800,3342.100,3345.800,3336.200,3341.900,16882
1753448400,3341.800,3348.700,3337.500,3345.200,22075
1753452000,3345.100,3346.400,3331.200,3333.100,26862
1753455600,3332.900,3336.300,3325.500,3328.200,25437
1753459200,3328.100,3332.000,3326.500,3330.200,8878
1753462800,3330.200,3337.600,3330.100,3336.600,9032
1753466400,3336.700,3340.400,3336.400,3339.900,4465
1753470000,3339.900,3341.200,3338.600,3339.200,4259
1753473600,3339.100,3340.000,3337.300,3338.500,2786
1753660800,3334.400,3334.900,3327.400,3333.500,2687
1753664400,3333.400,3339.300,3329.800,3331.500,5989
1753668000,3331.500,3336.600,3330.000,3335.500,2893
1753671600,3335.400,3343.000,3334.500,3342.300,2773
1753675200,3343.000,3344.000,3339.600,3339.600,2495
1753678800,3339.900,3343.900,3337.800,3343.300,2727
1753682400,3343.300,3345.400,3335.600,3339.900,5289
1753686000,3340.100,3341.900,3333.400,3334.600,5850
1753689600,3334.600,3338.500,3331.200,3335.100,7299
1753693200,3335.300,3340.800,3335.000,3337.700,7794
1753696800,3337.600,3338.600,3333.500,3336.100,6829
1753700400,3336.200,3338.100,3334.400,3336.100,4719
1753704000,3336.300,3338.100,3325.000,3328.000,13964
1753707600,3328.000,3330.400,3300.300,3300.700,29563
1753711200,3300.700,3314.200,3300.000,3306.500,23769
1753714800,3306.300,3316.300,3305.200,3314.100,10109
1753718400,3314.000,3314.100,3310.000,3311.300,6877
1753722000,3311.300,3312.700,3307.900,3309.700,9668
1753725600,3309.500,3314.900,3308.900,3312.500,5687
1753729200,3312.600,3317.400,3311.300,3316.500,4236
1753732800,3316.300,3317.900,3313.500,3314.000,3824
1753740000,3313.400,3313.800,3308.700,3311.500,0
1753743600,3311.600,3312.300,3308.300,3310.500,1565
1753747200,3310.300,3313.500,3305.800,3309.300,2172
1753750800,3309.500,3318.800,3306.300,3316.700,2706
1753754400,3316.800,3318.500,3315.800,3317.200,1275
1753758000,3317.100,3317.100,3309.300,3311.100,1504
1753761600,3311.200,3315.400,3307.400,3314.400,1342
1753765200,3314.500,3318.000,3312.200,3317.700,1572
1753768800,3317.700,3320.300,3314.100,3314.700,4150
1753772400,3314.900,3316.600,3309.300,3315.600,3976
1753776000,3315.800,3328.000,3315.300,3324.300,5448
1753779600,3323.900,3326.800,3319.200,3323.200,6464
